gene,t_stat,p_value,fdr,mean_ALL,mean_AML,log2FC,cohen_d,abs_cohen_d
Cystatin D,-1.1667667792204701,0.2546960456008545,0.4702323196727537,72.74468085106383,362.68,-0.1270780865765048,-0.4050365627545627,0.4050365627545627
Lipid-activated; protein kinase PRK2 mRNA,1.5182597795018264,0.13649903404320896,0.322447053924553,37.851063829787236,-51.56,0.042031901416759734,0.40466093958583615,0.40466093958583615
KIAA0064 gene,1.6872894743775355,0.09712865564807492,0.2605079706979406,228.46808510638297,163.16,0.028798329561031916,0.40423128772558503,0.40423128772558503
RD from  H.sapiens RD gene (5' partial) and G11a gene (5' partial)./ntype=DNA /annot=exon,-1.5376771635048858,0.13140483069809983,0.3146741814063667,129.08510638297872,206.4,-0.0343883933180735,-0.40403598749554337,0.40403598749554337
Geranylgeranyl transferase II,1.7749142315851385,0.0807170433798683,0.23323391516846417,138.59574468085106,61.84,0.03486553067129591,0.40402549640911894,0.40402549640911894
Inwardly rectifying potassium channel Kir3.3 mRNA,1.7446714440195912,0.0860818887248246,0.24276084457168956,294.0851063829787,246.16,0.02066346769968499,0.40383777603296334,0.40383777603296334
Guanine nucleotide regulatory protein (G13) mRNA,-1.5515045730037527,0.12787473457363047,0.3091281732029202,2475.9574468085107,2886.68,-0.10296440315194444,-0.40377138761106585,0.40377138761106585
PBP Prostatic binding protein,1.7159238993429584,0.09146396598560289,0.25059439412427476,1559.2553191489362,1340.6,0.06971263042342628,0.40370292608378694,0.40370292608378694
Splicing factor SRp55-2 (SRp55) mRNA,-1.6752855558190753,0.09956013901614566,0.26488720942412275,161.61702127659575,205.56,-0.019449472671318673,-0.4036955956673934,0.4036955956673934
WD protein IR10 mRNA,-1.5702029463283966,0.12321715800361087,0.3020684729737764,74.38297872340425,100.84,-0.012065209645208486,-0.4034070577723679,0.4034070577723679
Mad-related protein MADR1 mRNA,-1.5702029463283966,0.12321715800361087,0.3020684729737764,74.38297872340425,100.84,-0.012065209645208486,-0.4034070577723679,0.4034070577723679
SLC15A2 Solute carrier family 15 (H+/peptide transporter); member 2,2.209825991223406,0.032039544862350826,0.1318763945286946,1096.7659574468084,200.44,0.3488748923006271,0.40329215732820684,0.40329215732820684
Enhancer of zeste homolog 2 (EZH2) mRNA,1.6573597439171595,0.1032933627387136,0.2707568860490562,148.46808510638297,117.32,0.014004058770030305,0.40314693802775536,0.40314693802775536
SIX1 protein,1.6116113223894668,0.11339671061400118,0.28605985490701147,39.148936170212764,-63.92,0.04854105246988748,0.4031410623625187,0.4031410623625187
GB DEF = Clone 350/2 melanoma ubiquitous mutated protein (MUM-1) gene; partial cds,1.6248230383347606,0.11039829335923944,0.28198833155070513,87.76595744680851,58.08,0.01360087276724048,0.4030811664509391,0.4030811664509391
GB DEF = GABAa receptor alpha-3 subunit,-1.5308358018618333,0.1331241643533641,0.31683594005959625,252.19148936170214,326.56,-0.031882159988961115,-0.40304614362663244,0.40304614362663244
DCI Dodecenoyl-Coenzyme A delta isomerase (3;2 trans-enoyl-Coenzyme A isomerase),-1.7063756625543147,0.09329195061751466,0.2536530571900313,-149.85106382978722,-120.36,-0.014467356290486922,-0.4030360799764385,0.4030360799764385
1.1 kb mRNA upregulated in retinoic acid treated HL-60 neutrophilic cells,-1.526588528196306,0.13422922834525336,0.3184426518713182,81.23404255319149,124.24,-0.019518893050575394,-0.4030236720152236,0.4030236720152236
HBG2 Hemoglobin gamma-G ,1.4722294638345053,0.14897875832358068,0.34018884307777275,-85.68085106382979,-160.68,0.036645218216651176,0.40245430781281527,0.40245430781281527
BZIP protein NF-IL3A (IL3BP1) mRNA,1.6889086138358347,0.09673683865747798,0.2598481246379655,240.08510638297872,145.52,0.04173948226912752,0.40245233072890413,0.40245233072890413
MST1R Protein-tyrosine kinase RON,1.5468591556913631,0.1289742824210607,0.3111531842232629,423.4468085106383,241.68,0.07695213846538457,0.4022246934773371,0.4022246934773371
PRKCQ Protein kinase C-theta,1.4244019811210613,0.1629327780795262,0.36072912264873985,-158.72340425531914,-226.72,0.0340247760597261,0.4021098997648863,0.4021098997648863
Chromosome 17q21 mRNA clone LF113,1.4244019811210613,0.1629327780795262,0.36072912264873985,-158.72340425531914,-226.72,0.0340247760597261,0.4021098997648863,0.4021098997648863
(clone zap3) mRNA; 3' end of cds,-1.8594055788043975,0.06723807441255547,0.20696901230013295,-60.91489361702128,-39.84,-0.010049094659672676,-0.40210601195465934,0.40210601195465934
APOF Apolipoprotein F,1.4689734106381391,0.14988325131854657,0.3414885582134607,-281.63829787234044,-338.12,0.029459559921037735,0.40210549765834835,0.40210549765834835
ENO2 gene for neuron specific (gamma) enolase,1.6160600243206085,0.1123340202502081,0.284360071932905,-157.87234042553192,-203.64,0.022806421297089933,0.40205991906138516,0.40205991906138516
TAFII20 mRNA for transcription factor TFIID,1.7908798713467284,0.07795680541407538,0.22758151752536582,405.74468085106383,314.96,0.03811664654238644,0.4020448980862194,0.4020448980862194
FGFR2 Fibroblast growth factor receptor 2 (bacteria-expressed kinase; keratinocyte growth factor receptor; craniofacial dysostosis 1; Crouzon syndrome; Pfeiffer syndrome; Jackson-Weiss syndrome),1.490584541638159,0.14383120301163682,0.33326538670009576,-607.4042553191489,-716.52,0.06522165860168144,0.4018936595481796,0.4018936595481796
75 kda infertility-related sperm protein [human; testis; mRNA Partial; 2427 nt],-1.6191354360599173,0.11162783080848246,0.2835690872852527,281.3191489361702,332.04,-0.021632581424382142,-0.40186419841932697,0.40186419841932697
Transcription factor SL1 mRNA,1.617045276037263,0.11210061205314698,0.28399618455113174,189.4468085106383,142.56,0.02086504446003034,0.40183966261806703,0.40183966261806703
BMI1 Murine leukemia viral (bmi-1) oncogene homolog,1.617045276037263,0.11210061205314698,0.28399618455113174,189.4468085106383,142.56,0.02086504446003034,0.40183966261806703,0.40183966261806703
Beta-1-Glycoprotein 1; Pregnancy-Specific (Gb:M20882),-1.4760369735581853,0.1478679079044248,0.3387372478954513,307.70212765957444,456.32,-0.06201347411010329,-0.40170170238077896,0.40170170238077896
Prostacyclin synthase,-1.4760369735581853,0.1478679079044248,0.3387372478954513,307.70212765957444,456.32,-0.06201347411010329,-0.40170170238077896,0.40170170238077896
Protein-tyrosine phosphatase,1.4624160756060303,0.15172938069859598,0.3451431892151534,-356.9574468085106,-476.84,0.06505328333987573,0.40163807413602276,0.40163807413602276
Heat shock transcription factor 4,1.5554351204320227,0.12678132120347144,0.30721415324933643,1380.8297872340424,1087.2,0.09832499622689893,0.4015130263621261,0.4015130263621261
Clone 23720 mRNA sequence,1.758705328225799,0.08348424344043426,0.23834968822060706,485.3404255319149,386.84,0.040464618727773134,0.40133647927540106,0.40133647927540106
HMGCS1 3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble),1.537598563225897,0.1312920830051715,0.3146741814063667,15.659574468085106,-8.52,0.011327533972262325,0.4012801069404297,0.4012801069404297
Autoantigen pericentriol material 1 (PCM-1) mRNA,-1.4461278111306626,0.1564287937333645,0.352528525829335,270.6170212765957,316.8,-0.01977292609330709,-0.40125642350274815,0.40125642350274815
FE65-like protein (hFE65L) mRNA; partial cds,-1.567054675955654,0.12387830834502644,0.3028561248942708,255.27659574468086,297.4,-0.0181282497875123,-0.401029684495924,0.401029684495924
Vacuolar protein sorting homolog h-vps45 mRNA,1.795833736820968,0.07710705320114711,0.2261193674500114,-433.1276595744681,-503.8,0.03910391667694662,0.40083757347238563,0.40083757347238563
Phosphatidylinositol-4-phosphate 5-kinase type II beta mRNA,2.129349022115327,0.037772254844963916,0.14473605738351217,1214.3191489361702,575.4,0.2326352507651514,0.40032848320964265,0.40032848320964265
Ca2+-dependent activator protein for secretion mRNA,1.7029084476818621,0.09387664920656022,0.2549065996164411,286.8510638297872,217.36,0.030124662464846696,0.40026586007406095,0.40026586007406095
A cell surface protein,1.5340591471064164,0.13214511318565614,0.3157045951409325,181.25531914893617,130.2,0.022792387082039494,0.4000624484530065,0.4000624484530065
Nucleolar protein; HNP36,-1.5608628565345293,0.12535698628756864,0.3051174800827294,879.1914893617021,984.44,-0.03788852610673926,-0.3999669972321868,0.3999669972321868
Orphan G-protein coupled receptor Dez isoform a mRNA,1.7300424720864005,0.08866614404178685,0.24668740935403563,-39.51063829787234,-63.52,0.011452651482086464,0.39989290875314937,0.39989290875314937
M-phase phosphoprotein; mpp6,1.942548827173732,0.0561256500578443,0.18509960598089,1759.468085106383,1411.36,0.10778862349784081,0.3998101588262346,0.3998101588262346
HOMEOBOX PROTEIN HOX-C4,1.529951688489509,0.13319642479430635,0.31683594005959625,269.0851063829787,131.04,0.06080056870154076,0.399801137057,0.399801137057
KRT15 Keratin 15,1.529951688489509,0.13319642479430635,0.31683594005959625,269.0851063829787,131.04,0.06080056870154076,0.399801137057,0.399801137057
TGN46 protein,1.78406907543734,0.07905074603301718,0.23002153815076712,465.1914893617021,398.88,0.02727170204960574,0.399742162825081,0.399742162825081
TPMT Thiopurine S-methyltransferase,-1.5352731008373042,0.13180936515288416,0.3151136700787764,-63.8936170212766,-37.36,-0.01265303836804476,-0.399594183783583,0.399594183783583
GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA; splice variant IL8RB1; partial cds,-1.3059840603018074,0.20142388661288088,0.408467516369244,70.48936170212765,95.92,-0.011613319673829121,-0.3994001719644665,0.3994001719644665
ADH4 gene for class II alcohol dehydrogenase (pi subunit); exon 1,2.029969099741693,0.0465152780683702,0.16497881460169708,1845.6808510638298,1347.28,0.15403453872109385,0.3992031042585462,0.3992031042585462
Sodium/Hydrogen Exchanger 5,1.6066234839096705,0.11437196887623244,0.2875027384057338,283.7659574468085,196.68,0.0378881941015432,0.399196832088109,0.399196832088109
AQP1 Aquaporin 1 (channel-forming integral protein; 28kD),1.5557504021795325,0.12659226852753963,0.30686034761401904,-295.5531914893617,-373.12,0.04081927601350721,0.3991720860535323,0.3991720860535323
Pmel 17 mRNA,1.5557504021795325,0.12659226852753963,0.30686034761401904,-295.5531914893617,-373.12,0.04081927601350721,0.3991720860535323,0.3991720860535323
Laminin S B3 chain (LAMB3) gene,1.5019957676028846,0.14057313274203861,0.32922006022273104,-72.29787234042553,-102.04,0.014356507026218714,0.39902127237065665,0.39902127237065665
CAMP-RESPONSE ELEMENT BINDING PROTEIN,1.5604678280222706,0.12540652215155118,0.3051174800827294,752.468085106383,599.88,0.05867756049416964,0.39892950910583963,0.39892950910583963
GB DEF = BTF3 protein homologue gene,1.5604678280222706,0.12540652215155118,0.3051174800827294,752.468085106383,599.88,0.05867756049416964,0.39892950910583963,0.39892950910583963
MCP Membrane cofactor protein (CD46; trophoblast-lymphocyte cross-reactive antigen),1.6617439680432737,0.10220050551445863,0.26974728019717714,154.04255319148936,130.64,0.010490775620953954,0.39889945653847086,0.39889945653847086
GB DEF = Alpha2-C4-adrenergic receptor gene,1.6767451405223146,0.09907941364419433,0.26415001491004536,2440.1702127659573,1866.2,0.158513580304483,0.39884832751265337,0.39884832751265337
PYGB Glycogen phosphorylase B (brain form),1.8983201733418071,0.06177705732767558,0.19573717408399963,488.40425531914894,356.88,0.05424154152838571,0.39877689352190376,0.39877689352190376
Negative regulator of programmed cell death ICH-1S (Ich-1) mRNA,1.9866258594730661,0.051051245388482866,0.17413604228444707,155.14893617021278,116.84,0.01720699333422966,0.3983923634786322,0.3983923634786322
FUT5 Fucosyltransferase 5 (alpha (1;3) fucosyltransferase),-1.5099838911716013,0.1383846467291928,0.32568994164042636,1679.7446808510638,1848.4,-0.05027669010321961,-0.39823450682134587,0.39823450682134587
GB DEF = Galectin-9 isoform,1.7838579444272944,0.07904995558921546,0.23002153815076712,693.3829787234042,499.72,0.07609461446811772,0.39803966147284,0.39803966147284
mRNA PSSALRE for serine/threonine protein kinase,1.5001993217824698,0.141003560237386,0.3298363475650533,-1105.1489361702127,-1337.64,0.1810918734785926,0.39788247257382653,0.39788247257382653
CELL DIVISION PROTEIN KINASE 8,-1.3496865870703416,0.1864072843002805,0.3906224367362433,215.14893617021278,307.84,-0.04007003930365038,-0.3978377053974143,0.3978377053974143
Skeletal beta-tropomyosin,-1.5146640583098363,0.137110742220694,0.32366307327527405,172.2340425531915,212.92,-0.017958330666534825,-0.3977006696977122,0.3977006696977122
SPARC SPARC/osteonectin,-1.5759416969725744,0.1215514042511975,0.2989099554697437,-31.5531914893617,-2.36,-0.013768092398027273,-0.3975566471003164,0.3975566471003164
Clone 161455 breast expressed mRNA from chromosome X,1.6391831176379446,0.10698905617633235,0.275451419819817,-94.93617021276596,-172.68,0.038123673659230986,0.3975449696454774,0.3975449696454774
CFL1 Cofilin 1 (non-muscle),-1.618127576937364,0.11167228425153113,0.2835690872852527,453.3191489361702,557.36,-0.04191442181092517,-0.39753359012721556,0.39753359012721556
KIAA0164 gene,-1.472367608278255,0.1486905647389737,0.3399663361206362,772.8510638297872,899.84,-0.04683185427824029,-0.3975176256261177,0.3975176256261177
Ras inhibitor mRNA; 3' end,-1.4560444155195027,0.15334525684607997,0.347267578162549,130.19148936170214,172.28,-0.018815404589467444,-0.39736130637159045,0.39736130637159045
Platelet-derived growth factor (PDGFA) A chain gene,-1.3803043644514152,0.17638623879063114,0.3778247383749914,98.38297872340425,134.04,-0.016115079723792395,-0.3972073374113844,0.3972073374113844
ADH1 Alcohol dehydrogenase 1 (class I); alpha polypeptide,1.9979571477408506,0.0498552963263897,0.17153430261714953,89.02127659574468,53.2,0.016421328004755577,0.39712257596989153,0.39712257596989153
PXMP3 Peroxisomal membrane protein 3 (35kD; Zellweger syndrome),1.7068228945700035,0.09300543039160666,0.2531636934943734,-205.19148936170214,-271.28,0.033600351454649666,0.39702006251555033,0.39702006251555033
U1 small nuclear RNP-specific C protein,1.4119889556147716,0.16644327200149928,0.3644269306199903,116.93617021276596,16.68,0.04602614706272593,0.3969092772420521,0.3969092772420521
Herpesvirus entry mediator mRNA,-1.466329985961683,0.15035294765832832,0.3423398798646511,1110.1702127659576,1274.88,-0.05567625316331018,-0.3965343173306669,0.3965343173306669
TIE Tyrosine kinase with immunoglobulin and epidermal growth factor homology domains,-1.9347409893347134,0.05711127189969827,0.18642227901691802,37.191489361702125,77.24,-0.01844066258252704,-0.39646212058393876,0.39646212058393876
K+ channel beta 1a subunit mRNA; alternatively spliced,1.849725541819317,0.06860551611769994,0.20954958200646223,1518.7446808510638,1246.12,0.08824556861396235,0.3962365720202894,0.3962365720202894
SLC9A1 Solute carrier family 9 (sodium/hydrogen exchanger); isoform 1 (antiporter; Na+/H+; amiloride sensitive),1.849725541819317,0.06860551611769994,0.20954958200646223,1518.7446808510638,1246.12,0.08824556861396235,0.3962365720202894,0.3962365720202894
Aquaporin-5 (AQP5) gene,1.849725541819317,0.06860551611769994,0.20954958200646223,1518.7446808510638,1246.12,0.08824556861396235,0.3962365720202894,0.3962365720202894
MYO-INOSITOL-1(OR 4)-MONOPHOSPHATASE,-1.4186178395180993,0.16437886203856805,0.3626917076672707,33.340425531914896,56.36,-0.010641451603668339,-0.3961389485408402,0.3961389485408402
GB DEF = mRNA (clone 1D2),-1.6627040385028926,0.10189078887194687,0.26937915134830787,322.74468085106383,376.68,-0.0227146406780538,-0.39601805301147747,0.39601805301147747
GB DEF = N-WASP,1.566548768493737,0.12376901685025528,0.3026927345198867,-125.06382978723404,-148.08,0.011296579919619083,0.39596922270155477,0.39596922270155477
Acetyl-coenzyme A transporter,1.566548768493737,0.12376901685025528,0.3026927345198867,-125.06382978723404,-148.08,0.011296579919619083,0.39596922270155477,0.39596922270155477
Male foreskin fibroblast DNA for protein involved in sexual development,1.566548768493737,0.12376901685025528,0.3026927345198867,-125.06382978723404,-148.08,0.011296579919619083,0.39596922270155477,0.39596922270155477
Triosephosphate Isomerase,1.566548768493737,0.12376901685025528,0.3026927345198867,-125.06382978723404,-148.08,0.011296579919619083,0.39596922270155477,0.39596922270155477
Mps1 (Gb:L20314),1.652012710011311,0.10414276654499922,0.27131187153832365,-140.40425531914894,-176.44,0.01781931909078974,0.3956735739105382,0.3956735739105382
Lysophosphatidic acid acyltransferase-beta mRNA,1.6140556409685438,0.11251825850463724,0.2844477535033897,-143.29787234042553,-186.76,0.021540496109757876,0.3956649516934342,0.3956649516934342
GB DEF = NAD+-isocitrate dehydrogenase mRNA; partial cds,-1.6044250502453365,0.1147269284717979,0.2878874597238463,-32.46808510638298,74.0,-0.049605334419645875,-0.3956445045639099,0.3956445045639099
NOTCH4 gene (notch4) extracted from Human HLA class III region containing notch4 (NOTCH4) gene; complete sequence,-1.6044250502453365,0.1147269284717979,0.2878874597238463,-32.46808510638298,74.0,-0.049605334419645875,-0.3956445045639099,0.3956445045639099
GYPA Glycophorin A,-1.6044250502453365,0.1147269284717979,0.2878874597238463,-32.46808510638298,74.0,-0.049605334419645875,-0.3956445045639099,0.3956445045639099
KIAA0206 gene; partial cds,1.7503709946144494,0.08482503681624191,0.240923381459358,836.1276595744681,636.92,0.07539921805657182,0.39563225100038285,0.39563225100038285
AR Androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease),-1.6036568510561986,0.11489736640736169,0.28811231977421087,202.14893617021278,262.4,-0.02627542381116799,-0.39547383747811693,0.39547383747811693
PGF Placental growth factor; vascular endothelial growth factor-related protein,1.573732771559806,0.12199097302606778,0.29950339528657627,-511.9574468085106,-638.76,0.07317188213036441,0.39543833322680794,0.39543833322680794
Placenta LERK-2 (EPLG2) mRNA,-1.6294742015981343,0.10904030322045445,0.2795211512616396,-85.97872340425532,8.64,-0.04494637567246822,-0.3953681615095429,0.3953681615095429
T-complex protein 10A (TCP10A) mRNA,-1.4364780256550256,0.15896734871008536,0.3560990038255867,143.36170212765958,209.72,-0.029434867257427774,-0.39525013226818745,0.39525013226818745
Testis specific basic protein (TSBP),-1.4581154209666185,0.152635404858913,0.3461031693091832,243.3404255319149,279.48,-0.015622560916035817,-0.39515133780207434,0.39515133780207434
MSMB Beta-microseminoprotein (prostate secreted),1.8552867559893036,0.0677797759662619,0.20790994712830646,258.93617021276594,198.24,0.02649907443123379,0.3947297466616773,0.3947297466616773
SYNAPTOTAGMIN I,-1.230121156253409,0.22905619751715653,0.4421721180882234,15.0,112.8,-0.044939961093924785,-0.3945681523837496,0.3945681523837496
Karyopherin alhph 3,1.7023252235313808,0.09380198095802451,0.2548453971988402,671.2765957446809,498.84,0.06796379820620496,0.39444726543266995,0.39444726543266995
GAPD Glyceraldehyde-3-phosphate dehydrogenase,1.7877081039480494,0.07832390126167076,0.22849769776412776,75.02127659574468,44.4,0.01408851774215229,0.39386376618151947,0.39386376618151947
ATP6B1 ATPase; H+ transporting; lysosomal (vacuolar proton pump); beta polypeptide; 56/58kD; isoform 1,-1.4466499972225424,0.15589813300616162,0.3520423789043162,270.82978723404256,321.24,-0.021567961413354056,-0.39385608674668754,0.39385608674668754
Fragile X mental retardation protein 1 homolog FXR1 mRNA,1.9558650370941482,0.05461701103270274,0.18177622392723525,50.06382978723404,13.8,0.016833779635507844,0.3938173461987928,0.3938173461987928
Kidney epithelial sodium channel gamma subunit (gamma hENaC) mRNA,-1.6057605130912413,0.11434107589084921,0.2875027384057338,523.5106382978723,617.0,-0.03699248034725108,-0.3938166874703189,0.3938166874703189
High endothelial venule,1.5771387799288634,0.1210905894683656,0.29798233079736913,16.595744680851062,-10.24,0.01257349930134968,0.39374504576513386,0.39374504576513386
RNaseP protein p30 (RPP30) mRNA,-1.6185809320944127,0.11141207271059526,0.2835690872852527,331.27659574468083,398.16,-0.028045130665529095,-0.3937236932464756,0.3937236932464756
CYC1 Cytochrome c-1,1.6242320031250113,0.1101396764757621,0.2814285855181749,15048.808510638299,14159.76,0.07256083823595562,0.3936636153972631,0.3936636153972631
PDGFRB Platelet-derived growth factor receptor; beta polypeptide,1.3467603293333472,0.18716777212110755,0.39164046006791187,-24.340425531914892,-40.8,0.00780244855257171,0.3936415945786849,0.3936415945786849
KIAA0271 gene,-1.4442352357198773,0.15659047177435098,0.3527119978765713,1235.404255319149,1422.04,-0.061138648729261114,-0.39355345226183003,0.39355345226183003
CHRND Cholinergic receptor; nicotinic; delta polypeptide,1.5808821045142487,0.12017960815984376,0.29657766490434706,-363.70212765957444,-453.72,0.048693887208724376,0.3935129894000656,0.3935129894000656
KIAA0246 gene; partial cds,2.023060007194969,0.04739157262823177,0.16675938858176914,1136.8085106382978,577.36,0.2055584179582095,0.39326181509598923,0.39326181509598923
P97 homologous protein,1.389649432398312,0.17319305800580667,0.37315096313141244,127.93617021276596,69.24,0.026675298945516453,0.3929065099359952,0.3929065099359952
Slow twitch skeletal muscle/cardiac muscle troponin C gene,1.8518144872609814,0.06827838472710025,0.20899811280356279,114.06382978723404,-21.84,0.06280964768096332,0.3928586493555527,0.3928586493555527
Unknown protein gene extracted from Human ribosomal protein S24 mRNA,1.8518144872609814,0.06827838472710025,0.20899811280356279,114.06382978723404,-21.84,0.06280964768096332,0.3928586493555527,0.3928586493555527
Calcium Channel; Voltage-Gated; Alpha 1e Subunit; Alt. Splice 2,1.726248341201109,0.08916862733814986,0.24668740935403563,1482.8297872340424,1229.2,0.08258328416088913,0.39259882628127446,0.39259882628127446
GB DEF = Transcript ch138 [human; RF1;RF48 stomach cancer cell lines; mRNA; 235 nt],1.726248341201109,0.08916862733814986,0.24668740935403563,1482.8297872340424,1229.2,0.08258328416088913,0.39259882628127446,0.39259882628127446
KIAA0250 gene,-1.8309203329010422,0.07140277784233237,0.21378849359008292,15084.08510638298,16249.08,-0.08970342271771926,-0.3925880898311426,0.3925880898311426
Leucine zipper protein,-1.345311665453227,0.1875819139200348,0.3921617197466064,-23.27659574468085,4.44,-0.013039557177973792,-0.3922806820610058,0.3922806820610058
KIAA0141 gene,1.6064226733733369,0.1141174713692354,0.28726816857036697,-37.297872340425535,-73.96,0.01751205996814909,0.39211828794934384,0.39211828794934384
CATHEPSIN G PRECURSOR,1.6967769199396379,0.09481808131628802,0.25599807230772276,-215.53191489361703,-279.24,0.03249479169081457,0.39204861814584624,0.39204861814584624
PTN Pleiotrophin (heparin binding growth factor 8; neurite growth-promoting factor 1),-1.6169169958060108,0.11171118007871754,0.2835690872852527,91.0,139.12,-0.021755717831135536,-0.3918311346625297,0.3918311346625297
CSTF3 Cleavage stimulation factor; 3' pre-RNA; subunit 3; 77kD,1.7117600120039227,0.09189131506581305,0.25128238784203344,107.91489361702128,80.32,0.01255829420310192,0.3917163752355592,0.3917163752355592
CETP Cholesteryl ester transfer protein; plasma,1.5995965756329296,0.11567857930669442,0.2892628767013016,45.95744680851064,28.52,0.008080647209776413,0.3916769857661004,0.3916769857661004
KIAA0102 gene,1.5995965756329296,0.11567857930669442,0.2892628767013016,45.95744680851064,28.52,0.008080647209776413,0.3916769857661004,0.3916769857661004
GB DEF = Corticotropin releasing factor receptor mRNA,1.616289837530498,0.11183167537231703,0.28361722295597586,-94.1063829787234,-202.6,0.053469947087197954,0.3913007076947561,0.3913007076947561
TRYPTOPHANYL-TRNA SYNTHETASE,1.8051581833425274,0.07542746049910769,0.22238311244753461,317.27659574468083,228.68,0.038168454153227706,0.3912411748795182,0.3912411748795182
TUBB Beta-tubulin,-1.4576048419228136,0.1525789205189905,0.3461031693091832,638.9574468085107,809.68,-0.06482140916138988,-0.39114819678737706,0.39114819678737706
Transcription factor ETR101 mRNA,1.6101775166691665,0.11321554570787856,0.28590634975255624,-106.95744680851064,-139.2,0.0157527510519834,0.39113449484531176,0.39113449484531176
Lymphocyte Chemoattractant Factor,1.790047544177291,0.0778902552218163,0.2275736186378395,844.1702127659574,711.24,0.049769448446748334,0.3910714002555018,0.3910714002555018
GB DEF = Peripheral myelin protein-22 (PMP22) gene; non-coding exon 1A,-1.3147670953886184,0.19793539603059399,0.40439095649041334,306.468085106383,357.24,-0.021494390266965424,-0.39105358462624346,0.39105358462624346
Amyloid Beta (A4) Precursor Protein; Alt. Splice 4,-1.4425181100592186,0.15695167705567123,0.3531908162026137,52.06382978723404,69.88,-0.008193688117931282,-0.3907516737577661,0.3907516737577661
Thymidine kinase 2 (TK2) mRNA,-1.297858844330343,0.2038520419668242,0.4117402423004992,1489.4255319148936,1765.96,-0.08484182463393376,-0.39065428145360753,0.39065428145360753
Pre-T/Nk-Cell-Associated Protein 1f6,-1.515643647064146,0.13650514921367665,0.322447053924553,888.6170212765958,1059.0,-0.06070581988396877,-0.39059576392225187,0.39059576392225187
GB DEF = Na+/Ca2+ exchanger [human; neuroblastoma x glioma hybrid NG108-15 cells; mRNA Partial; 760 nt],-1.515643647064146,0.13650514921367665,0.322447053924553,888.6170212765958,1059.0,-0.06070581988396877,-0.39059576392225187,0.39059576392225187
Ki nuclear autoantigen mRNA,-1.4940770169719468,0.14230417059930725,0.33088272413648445,116.2127659574468,163.64,-0.021276692116627964,-0.3904661271132201,0.3904661271132201
Wnt10B mRNA,-1.5062009844431947,0.13901329200052645,0.32642482169688836,366.93617021276594,541.56,-0.07137751062448532,-0.39037011570889013,0.39037011570889013
Splicing factor; arginine/serine-rich 7 (SFRS7) gene,1.6939076525189098,0.09533392667159972,0.25704006291992937,2428.744680851064,1900.48,0.14555000528169365,0.3903632418022826,0.3903632418022826
HLA-DQB1 Major histocompatibility complex; class II; DQ beta 1,-1.345201937213628,0.18751376886794557,0.3921342500028113,128.7872340425532,160.24,-0.014090022757154048,-0.390251121743718,0.390251121743718
GB DEF = Matrilin-3,-1.593434316910559,0.117049589333704,0.2912553306666582,173.68085106382978,245.36,-0.03147606506780982,-0.39003228201660767,0.39003228201660767
TNFAIP1 Tumor necrosis factor alpha inducible protein A20,2.1407851761683534,0.037584985987487135,0.14467784292915536,537.2340425531914,-40.8,0.25149912263636964,0.3898896657456185,0.3898896657456185
GLUL Glutamate-ammonia ligase (glutamine synthase),1.7116382922983935,0.09186366822061114,0.25128238784203344,4400.510638297872,3791.6,0.12255909437471493,0.38988776328408054,0.38988776328408054
GRL Glucocorticoid receptor alpha {alternative products},1.7895352550547028,0.07795647577992668,0.22758151752536582,2337.595744680851,1971.08,0.10113820502485993,0.38976990846820725,0.38976990846820725
TCL1 gene (T cell leukemia) extracted from H.sapiens mRNA for Tcell leukemia/lymphoma 1,1.618474112972939,0.11125921696277444,0.2834763966145886,44.319148936170215,-10.56,0.025599429742295163,0.3893186188443403,0.3893186188443403
TYROSINE-PROTEIN KINASE ITK/TSK,1.745172749745773,0.08561300411757519,0.24181264118628903,77.12765957446808,37.24,0.018366782484639185,0.3892979421950382,0.3892979421950382
GB DEF = Myocyte-specific enhancer factor 2 (MEF2),1.745172749745773,0.08561300411757519,0.24181264118628903,77.12765957446808,37.24,0.018366782484639185,0.3892979421950382,0.3892979421950382
Non-lens beta gamma-crystallin like protein (AIM1) mRNA; partial cds,-1.4128786758236127,0.1657767914436871,0.3641582194131825,47.255319148936174,64.32,-0.007861066594560918,-0.38928968887425597,0.38928968887425597
NEUTROPHIL ACTIVATING PROTEIN ENA-78 PRECURSOR,-1.4128786758236127,0.1657767914436871,0.3641582194131825,47.255319148936174,64.32,-0.007861066594560918,-0.38928968887425597,0.38928968887425597
Cpg-Enriched Dna; Clone S12,1.41097514222953,0.16635633622002147,0.3643484856874142,-108.27659574468085,-139.56,0.015288477453151442,0.38920504762970226,0.38920504762970226
GB DEF = Proliferating cell nuclear antigen (PCNA) gene; promoter region,-1.6042834228229232,0.11448787354072487,0.28769265085365797,223.63829787234042,264.24,-0.01764387893071326,-0.3891493922416247,0.3891493922416247
TEC gene extracted from Human protein tyrosine kinase TEC (tec) gene; partial cds; and tyrosine kinase TXK (txk) gene,-1.4646726545267172,0.15043993976266443,0.34242858574969176,95.74468085106383,117.12,-0.009690129929425247,-0.38892155434955133,0.38892155434955133
